,SENDER,RECEIVER,SENDER DEPT,RECEIVER DEPT
22624,33,33,11,11
22625,83,513,36,35
22626,342,17,0,1
22627,342,340,0,2
22628,342,173,0,38
22629,342,493,0,4
22630,342,41,0,5
22631,83,162,36,37
22632,170,23,13,11
22633,932,86,36,36
22634,5,931,25,19
22635,5,252,25,20
22636,5,859,25,32
22637,285,949,22,22
22638,5,261,25,10
22639,52,719,7,7
22640,263,925,10,10
22641,263,919,10,10
22642,263,976,10,10
22643,488,487,14,14
22644,300,460,38,34
22645,597,107,23,36
22646,956,11,14,14
22647,518,155,35,35
22648,922,922,14,14
22649,39,114,11,10
22650,114,39,10,11
22651,949,285,22,22
22652,311,106,1,38
22653,106,311,38,1
22654,980,980,12,12
22655,342,621,0,0
22656,342,381,0,7
22657,342,149,0,0
22658,342,262,0,0
22659,342,343,0,0
22660,342,346,0,0
22661,342,156,0,0
22662,342,348,0,0
22663,342,349,0,0
22664,342,907,0,0
22665,342,278,0,0
22666,342,178,0,0
22667,342,257,0,0
22668,422,333,35,10
22669,246,421,14,14
22670,342,129,0,4
22671,342,393,0,7
22672,836,836,4,4
22673,152,49,37,36
22674,177,218,1,1
22675,393,947,7,7
22676,162,212,37,34
22677,930,301,19,26
22678,7,913,14,14
22679,974,128,5,5
22680,856,525,14,14
22681,856,765,14,14
22682,494,268,36,39
22683,480,667,15,15
22684,667,480,15,15
22685,980,5,12,25
22686,510,504,14,14
22687,222,690,1,15
22688,922,699,14,14
22689,922,908,14,5
22690,922,847,14,10
22691,922,956,14,14
22692,922,205,14,5
22693,922,913,14,14
22694,922,822,14,4
22695,260,950,9,36
22696,107,597,36,23
22697,168,544,4,4
22698,160,222,36,1
22699,342,147,0,23
22700,977,977,19,19
22701,404,643,16,37
22702,5,980,25,12
22703,976,981,10,10
22704,272,710,17,15
22705,847,922,10,14
22706,719,52,7,7
22707,495,641,23,23
22708,389,326,7,9
22709,184,19,15,14
22710,29,459,11,1
22711,19,184,14,15
22712,860,978,13,13
22713,521,86,2,36
22714,976,847,10,10
22715,976,925,10,10
22716,372,494,36,36
22717,430,86,14,36
22718,268,494,39,36
22719,541,511,23,0
22720,976,976,10,10
22721,541,155,23,35
22722,242,977,19,19
22723,299,509,15,15
22724,581,473,3,15
22725,155,541,35,23
22726,64,950,25,36
22727,201,183,4,4
22728,169,531,13,3
22729,243,252,19,20
22730,480,142,15,36
22731,211,949,22,22
22732,335,929,17,17
22733,132,949,28,22
22734,12,213,14,14
22735,281,59,21,21
22736,649,421,14,14
22737,908,593,5,5
22738,908,776,5,5
22739,105,152,34,37
22740,621,130,0,0
22741,526,912,4,14
22742,531,169,3,13
22743,318,5,10,25
22744,422,518,35,35
22745,124,142,16,36
22746,292,950,4,36
22747,142,124,36,16
22748,411,215,28,1
22749,982,137,21,21
22750,215,411,1,28
22751,85,146,1,15
22752,176,181,4,7
22753,114,36,10,11
22754,932,113,36,10
22755,932,333,36,10
22756,11,700,14,14
22757,11,699,14,14
22758,581,308,3,1
22759,107,438,36,13
22760,438,107,13,36
22761,5,318,25,10
22762,256,133,4,4
22763,5,235,25,19
22764,116,420,13,26
22765,68,220,15,1
22766,487,487,14,14
22767,644,528,25,25
22768,473,581,15,3
22769,544,434,4,34
22770,963,107,19,36
22771,933,448,17,17
22772,40,953,11,11
22773,492,678,40,15
22774,427,980,12,12
22775,409,371,26,16
22776,809,160,22,36
22777,169,360,13,14
22778,11,602,14,14
22779,77,950,3,36
22780,107,166,36,36
22781,360,170,14,13
22782,333,211,10,22
22783,139,933,17,17
22784,160,809,36,22
22785,160,906,36,23
22786,151,23,10,11
22787,443,976,10,10
22788,420,60,26,7
22789,13,168,26,4
22790,13,236,26,19
22791,13,520,26,21
22792,18,852,1,1
22793,541,249,23,14
22794,249,541,14,23
22795,980,261,12,10
22796,543,294,4,4
22797,963,301,19,26
22798,509,287,15,15
22799,851,350,0,0
22800,345,350,0,0
22801,162,15,37,17
22802,252,6,20,25
22803,252,809,20,22
22804,24,151,11,10
22805,160,256,36,4
22806,3,845,21,21
22807,83,87,36,34
22808,83,932,36,36
22809,83,546,36,35
22810,228,377,1,7
22811,932,115,36,13
22812,115,932,13,36
22813,115,883,13,13
22814,652,513,8,35
22815,271,13,28,26
22816,840,840,4,4
22817,826,859,21,32
22818,430,956,14,14
22819,13,271,26,28
22820,500,699,14,14
22821,459,44,1,14
22822,301,930,26,19
22823,301,963,26,19
22824,269,513,17,35
22825,459,464,1,4
22826,131,552,28,22
22827,124,513,16,35
22828,427,212,12,34
22829,908,51,5,5
22830,908,128,5,5
22831,908,167,5,4
22832,908,204,5,5
22833,908,205,5,5
22834,980,64,12,25
22835,956,913,14,14
22836,26,953,11,11
22837,685,194,21,21
22838,963,963,19,19
22839,146,160,15,36
22840,145,83,35,36
22841,42,83,34,36
22842,393,422,7,35
22843,823,9,14,14
22844,74,756,1,39
22845,74,513,1,35
22846,12,452,14,14
22847,753,978,10,13
22848,340,46,2,17
22849,197,820,4,5
22850,963,83,19,36
22851,486,176,4,4
22852,286,252,21,20
22853,183,504,4,14
22854,83,963,36,19
22855,753,914,10,13
22856,615,459,35,1
22857,510,84,14,37
22858,349,907,0,0
22859,971,3,32,21
22860,28,256,11,4
22861,59,812,21,32
22862,756,74,39,1
22863,462,5,30,25
22864,546,362,35,14
22865,812,46,32,17
22866,953,26,11,11
22867,552,131,22,28
22868,18,182,1,7
22869,182,18,7,1
22870,434,607,34,34
22871,548,607,6,34
22872,481,131,22,28
22873,912,765,14,14
22874,350,851,0,0
22875,546,44,35,14
22876,141,666,14,14
22877,367,32,10,11
22878,5,462,25,30
22879,6,252,25,20
22880,231,177,0,1
22881,976,527,10,10
22882,976,455,10,22
22883,20,28,9,11
22884,177,231,1,0
22885,21,513,9,35
22886,513,21,35,9
22887,24,964,11,11
22888,443,165,10,13
22889,137,434,21,34
22890,420,116,26,13
22891,381,686,7,6
22892,459,589,1,23
22893,33,34,11,11
22894,33,29,11,11
22895,33,30,11,11
22896,33,31,11,11
22897,33,39,11,11
22898,747,513,15,35
22899,627,513,15,35
22900,252,131,20,28
22901,825,923,9,9
22902,455,976,22,10
22903,86,218,36,1
22904,180,172,0,4
22905,63,971,21,32
22906,918,494,5,36
22907,30,721,11,11
22908,106,473,38,15
22909,86,430,36,14
22910,275,160,4,36
22911,42,64,34,25
22912,28,20,11,9
22913,447,933,17,17
22914,211,513,22,35
22915,86,65,36,4
22916,23,151,11,10
22917,33,590,11,11
22918,434,137,34,21
22919,544,82,4,36
22920,5,106,25,38
22921,5,325,25,9
22922,106,5,38,25
22923,106,64,38,25
22924,243,373,19,36
22925,493,291,4,4
22926,900,455,13,22
22927,9,765,14,14
22928,929,269,17,17
22929,340,922,2,14
22930,981,318,10,10
22931,981,114,10,10
22932,981,333,10,10
22933,520,13,21,26
22934,6,275,25,4
22935,260,509,9,15
22936,823,521,14,2
22937,513,747,35,15
22938,661,505,14,14
22939,974,94,5,5
22940,88,924,20,20
22941,88,271,20,28
22942,420,82,26,36
22943,210,252,19,20
22944,926,931,19,19
22945,927,963,19,19
22946,573,86,14,36
22947,329,4,8,21
22948,556,280,4,4
22949,493,909,4,4
22950,51,64,5,25
22951,64,51,25,5
22952,602,11,14,14
22953,94,974,5,5
22954,547,443,10,10
22955,197,199,4,4
22956,215,66,1,8
22957,296,376,7,7
22958,131,212,28,34
22959,932,340,36,2
22960,932,106,36,38
22961,932,153,36,27
22962,932,77,36,3
22963,932,253,36,31
22964,932,17,36,1
22965,932,173,36,38
22966,932,169,36,13
22967,932,46,36,17
22968,932,326,36,9
22969,932,671,36,29
22970,932,820,36,5
22971,932,174,36,32
22972,932,355,36,27
22973,932,367,36,10
22974,932,702,36,4
22975,932,453,36,6
22976,932,506,36,14
22977,932,295,36,7
22978,932,45,36,17
22979,932,147,36,23
22980,932,249,36,14
22981,86,151,36,10
22982,300,187,38,15
22983,160,445,36,3
22984,932,131,36,28
22985,932,544,36,4
22986,932,489,36,25
22987,932,180,36,0
22988,278,292,0,4
22989,255,160,6,36
22990,154,114,35,10
22991,300,194,38,21
22992,301,262,26,0
22993,262,301,0,26
22994,611,278,4,0
22995,310,932,1,36
22996,132,194,28,21
22997,525,510,14,14
22998,170,607,13,34
22999,957,141,14,14
23000,951,141,14,14
23001,498,593,14,5
23002,498,765,14,14
23003,187,300,15,38
23004,6,211,25,22
23005,211,6,22,25
23006,707,525,14,14
23007,194,132,21,28
23008,80,384,29,7
23009,168,484,4,4
23010,441,566,14,14
23011,3,6,21,25
23012,777,723,9,9
23013,777,259,9,9
23014,212,427,34,12
23015,820,154,5,35
23016,113,983,10,10
23017,155,589,35,23
23018,478,325,8,9
23019,259,777,9,9
23020,131,285,28,22
23021,238,498,19,14
23022,480,550,15,15
23023,154,820,35,5
23024,480,418,15,15
23025,404,145,16,35
23026,593,498,5,14
23027,353,106,16,38
23028,368,1,7,1
23029,212,932,34,36
23030,914,816,13,13
23031,914,753,13,10
23032,919,919,10,10
23033,919,40,10,11
23034,145,404,35,16
23035,607,170,34,13
23036,498,922,14,14
23037,40,919,11,10
23038,126,6,22,25
23039,963,404,19,16
23040,404,963,16,19
23041,64,354,25,16
23042,455,925,22,10
23043,459,225,1,1
23044,455,914,22,13
23045,211,333,22,10
23046,59,845,21,21
23047,154,932,35,36
23048,154,492,35,40
23049,254,932,40,36
23050,333,411,10,28
23051,333,271,10,28
23052,509,480,15,15
23053,671,106,29,38
23054,932,310,36,1
23055,914,455,13,22
23056,546,377,35,7
23057,167,483,4,3
23058,840,64,4,25
23059,64,840,25,4
23060,133,5,4,25
23061,311,297,1,1
23062,311,248,1,1
23063,311,73,1,1
23064,156,345,0,0
23065,170,471,13,31
23066,377,546,7,35
23067,949,57,22,21
23068,204,196,5,5
23069,165,26,13,11
23070,165,847,13,10
23071,165,590,13,11
23072,165,844,13,4
23073,59,971,21,32
23074,86,573,36,14
23075,406,499,14,14
23076,669,930,23,19
23077,57,949,21,22
23078,271,481,28,22
23079,699,500,14,14
23080,529,332,14,14
23081,271,152,28,37
23082,401,276,4,4
23083,408,420,21,26
23084,5,581,25,3
23085,5,133,25,4
23086,6,285,25,22
23087,6,552,25,22
23088,6,126,25,22
23089,152,271,37,28
23090,21,184,9,15
23091,93,940,4,4
23092,212,77,34,3
23093,498,238,14,19
23094,427,40,12,11
23095,440,280,4,4
23096,96,411,20,28
23097,615,513,35,35
23098,32,151,11,10
23099,411,333,28,10
23100,411,96,28,20
23101,411,114,28,10
23102,113,919,10,10
23103,917,974,5,5
23104,509,513,15,35
23105,170,442,13,10
23106,590,33,11,11
23107,151,32,10,11
23108,513,509,35,15
23109,922,560,14,31
23110,280,440,4,4
23111,232,64,4,25
23112,420,408,26,21
23113,39,165,11,13
23114,142,88,36,20
23115,92,238,9,19
23116,822,908,4,5
23117,135,5,13,25
23118,235,963,19,19
23119,856,555,14,14
23120,471,170,31,13
23121,644,349,25,0
23122,448,494,17,36
23123,896,303,38,20
23124,437,339,13,13
23125,44,459,14,1
23126,418,710,15,15
23127,560,922,31,14
23128,310,272,1,17
23129,54,131,22,28
23130,131,54,28,22
23131,87,128,34,5
23132,40,900,11,13
23133,491,170,6,13
23134,170,491,13,6
23135,152,82,37,36
23136,306,478,9,8
23137,333,154,10,35
23138,223,177,1,1
23139,478,306,8,9
23140,131,698,28,22
23141,698,131,22,28
23142,271,57,28,21
23143,285,131,22,28
23144,840,168,4,4
23145,55,131,22,28
23146,5,135,25,13
23147,61,498,7,14
23148,286,859,21,32
23149,981,263,10,10
23150,5,308,25,1
23151,5,868,25,7
23152,5,557,25,3
23153,5,445,25,3
23154,945,945,9,9
23155,710,418,15,15
23156,198,64,4,25
23157,86,936,36,4
23158,459,421,1,14
23159,666,856,14,14
23160,550,480,15,15
23161,154,106,35,38
23162,417,976,10,10
23163,417,925,10,10
23164,254,121,40,36
23165,168,840,4,4
23166,812,126,32,22
23167,459,513,1,35
23168,303,896,20,38
23169,529,922,14,14
23170,125,15,16,17
23171,167,198,4,4
23172,167,908,4,5
23173,167,200,4,4
23174,167,917,4,5
23175,167,593,4,5
23176,167,776,4,5
23177,167,205,4,5
23178,167,94,4,5
23179,167,751,4,5
23180,167,207,4,4
23181,859,162,32,37
23182,108,301,8,26
23183,301,108,26,8
23184,457,92,4,9
23185,159,963,19,19
23186,466,324,14,14
23187,42,372,34,36
23188,105,92,34,9
23189,59,859,21,32
23190,466,231,14,0
23191,160,484,36,4
23192,138,420,21,26
23193,358,856,14,14
23194,141,293,14,14
23195,141,957,14,14
23196,141,951,14,14
23197,856,358,14,14
23198,160,92,36,9
23199,92,105,9,34
23200,92,160,9,36
23201,252,194,20,21
23202,123,339,13,13
23203,453,607,6,34
23204,211,495,22,23
23205,368,896,7,38
23206,271,46,28,17
23207,271,45,28,17
23208,545,183,11,4
23209,405,194,38,21
23210,126,812,22,32
23211,19,11,14,14
23212,678,549,15,15
23213,45,271,17,28
23214,10,329,9,8
23215,550,667,15,15
23216,954,154,35,35
23217,301,138,26,21
23218,301,168,26,4
23219,509,183,15,4
23220,895,114,10,10
23221,128,87,5,34
23222,333,145,10,35
23223,333,981,10,10
23224,86,19,36,14
23225,707,957,14,14
23226,243,930,19,19
23227,196,908,5,5
23228,847,171,10,10
23229,86,261,36,10
23230,453,86,6,36
23231,163,411,24,28
23232,271,142,28,36
23233,411,163,28,24
23234,271,252,28,20
23235,271,4,28,21
23236,494,296,36,7
23237,13,820,26,5
23238,820,13,5,26
23239,24,367,11,10
23240,179,376,0,7
23241,963,319,19,19
23242,372,42,36,34
23243,546,597,35,23
23244,232,214,4,0
23245,271,2,28,21
23246,214,232,0,4
23247,581,872,3,1
23248,581,310,3,1
23249,232,576,4,4
23250,271,301,28,26
23251,912,499,14,14
23252,232,6,4,25
23253,153,984,27,35
23254,100,935,16,16
23255,685,64,21,25
23256,913,499,14,14
23257,921,63,21,21
23258,100,51,16,5
23259,51,100,5,16
23260,2,271,21,28
23261,929,15,17,17
23262,6,232,25,4
23263,297,311,1,1
23264,971,63,32,21
23265,459,221,1,1
23266,900,40,13,11
23267,331,44,39,14
23268,509,10,15,9
23269,949,411,22,28
23270,513,153,35,27
23271,411,949,28,22
23272,367,337,10,13
23273,367,30,10,11
23274,367,31,10,11
23275,367,39,10,11
23276,607,548,34,6
23277,607,453,34,6
23278,268,549,39,15
23279,607,128,34,5
23280,473,87,15,34
23281,856,331,14,39
23282,271,3,28,21
23283,294,543,4,4
23284,87,473,34,15
23285,212,64,34,25
23286,138,301,21,26
23287,310,581,1,3
23288,509,400,15,9
23289,560,142,31,36
23290,329,365,8,14
23291,13,980,26,12
23292,160,676,36,17
23293,286,59,21,21
23294,859,809,32,22
23295,913,951,14,14
23296,409,197,26,4
23297,409,457,26,4
23298,980,13,12,26
23299,97,5,16,25
23300,5,97,25,16
23301,820,644,5,25
23302,204,820,5,5
23303,26,28,11,11
23304,6,562,25,4
23305,672,672,14,14
23306,162,181,37,7
23307,914,170,13,13
23308,562,6,4,25
23309,204,141,5,14
23310,53,420,4,26
23311,872,581,1,3
23312,859,963,32,19
23313,685,252,21,20
23314,116,883,13,13
23315,125,124,16,16
23316,125,768,16,16
23317,494,539,36,3
23318,404,518,16,35
23319,66,984,8,35
23320,548,116,6,13
23321,932,963,36,19
23322,932,236,36,19
23323,473,93,15,4
23324,216,301,17,26
23325,13,239,26,19
23326,45,139,17,17
23327,115,152,13,37
23328,333,155,10,35
23329,949,131,22,28
23330,177,297,1,1
23331,240,931,19,19
23332,513,66,35,8
23333,922,79,14,3
23334,931,294,19,4
23335,160,440,36,4
23336,726,107,31,36
23337,271,518,28,35
23338,922,280,14,4
23339,152,115,37,13
23340,395,64,7,25
23341,963,643,19,37
23342,467,142,15,36
23343,86,36,36,11
23344,301,216,26,17
23345,159,160,19,36
23346,922,499,14,14
23347,152,404,37,16
23348,820,180,5,0
23349,170,914,13,13
23350,64,395,25,7
23351,666,951,14,14
23352,845,3,21,21
23353,932,252,36,20
23354,252,3,20,21
23355,932,128,36,5
23356,128,932,5,36
23357,907,377,0,7
23358,187,152,15,37
23359,153,932,27,36
23360,155,98,35,16
23361,98,155,16,35
23362,509,259,15,9
23363,419,170,4,13
23364,820,533,5,35
23365,155,44,35,14
23366,333,984,10,35
23367,956,922,14,14
23368,30,337,11,13
23369,30,417,11,10
23370,30,116,11,13
23371,30,336,11,13
23372,30,136,11,13
23373,30,135,11,13
23374,13,357,26,8
23375,337,30,13,11
23376,932,748,36,23
23377,932,597,36,23
23378,129,473,4,15
23379,95,6,4,25
23380,172,820,4,5
23381,455,131,22,28
23382,455,271,22,28
23383,949,55,22,22
23384,949,481,22,22
23385,900,251,13,13
23386,492,950,40,36
23387,379,285,7,22
23388,937,640,16,16
23389,129,161,4,14
23390,161,129,14,4
23391,17,518,1,35
23392,886,59,32,21
23393,44,155,14,35
23394,160,389,36,7
23395,154,495,35,23
23396,932,576,36,4
23397,450,932,4,36
23398,490,460,6,34
23399,177,215,1,1
23400,59,886,21,32
23401,163,20,24,9
23402,193,859,21,32
23403,460,490,34,6
23404,366,693,36,36
23405,64,302,25,20
23406,197,196,4,5
23407,333,473,10,15
23408,473,333,15,10
23409,329,249,8,14
23410,90,459,8,1
23411,498,856,14,14
23412,411,24,28,11
23413,411,116,28,13
23414,411,261,28,10
23415,411,976,28,10
23416,856,498,14,14
23417,5,728,25,22
23418,261,980,10,12
23419,376,985,7,7
23420,506,86,14,36
23421,87,963,34,19
23422,411,469,28,22
23423,411,728,28,22
23424,411,455,28,22
23425,411,986,28,22
23426,411,987,28,22
23427,411,988,28,22
23428,411,867,28,22
23429,908,395,5,7
23430,411,866,28,22
23431,47,107,10,36
23432,906,156,23,0
23433,963,87,19,34
23434,271,859,28,32
23435,255,472,6,6
23436,42,820,34,5
23437,125,424,16,34
23438,178,342,0,0
23439,469,469,22,22
23440,117,460,6,34
23441,128,974,5,5
23442,974,593,5,5
23443,395,908,7,5
23444,186,420,40,26
23445,3,252,21,20
23446,3,271,21,28
23447,905,177,1,1
23448,434,431,34,37
23449,989,329,8,8
23450,172,256,4,4
23451,492,166,40,36
23452,403,473,4,15
23453,223,311,1,1
23454,298,549,15,15
23455,420,186,26,40
23456,403,526,4,4
23457,155,486,35,4
23458,142,859,36,32
23459,115,987,13,22
23460,612,347,37,0
23461,280,922,4,14
23462,304,271,20,28
23463,339,987,13,22
23464,698,271,22,28
23465,932,70,36,37
23466,509,713,15,15
23467,269,643,17,37
23468,883,883,13,13
23469,424,142,34,36
23470,152,187,37,15
23471,317,1,1,1
23472,346,820,0,5
23473,251,900,13,13
23474,925,443,10,10
23475,283,252,36,20
23476,443,925,10,10
23477,710,272,15,17
23478,252,283,20,36
23479,753,753,10,10
23480,419,180,4,0
23481,272,446,17,17
23482,471,473,31,15
23483,169,326,13,9
23484,546,954,35,35
23485,301,340,26,2
23486,297,309,1,1
23487,19,525,14,14
23488,183,424,4,34
23489,66,111,8,8
23490,301,21,26,9
23491,809,252,22,20
23492,949,54,22,22
23493,949,685,22,21
23494,949,56,22,21
23495,949,252,22,20
23496,949,59,22,21
23497,87,326,34,9
23498,518,271,35,28
23499,886,273,32,17
23500,469,211,22,22
23501,469,411,22,28
23502,3,281,21,21
23503,309,177,1,1
23504,309,218,1,1
23505,309,120,1,1
23506,309,310,1,1
23507,309,85,1,1
23508,309,312,1,1
23509,309,313,1,1
23510,309,224,1,1
23511,309,314,1,1
23512,309,225,1,1
23513,309,872,1,1
23514,309,317,1,1
23515,309,228,1,1
23516,309,341,1,1
23517,309,219,1,1
23518,499,238,14,19
23519,420,340,26,2
23520,85,309,1,1
23521,215,177,1,1
23522,317,309,1,1
23523,859,56,32,21
23524,859,194,32,21
23525,859,520,32,21
23526,859,59,32,21
23527,859,174,32,32
23528,927,931,19,19
23529,321,390,7,7
23530,346,21,0,9
23531,211,469,22,22
23532,211,845,22,21
23533,211,924,22,20
23534,60,215,7,1
23535,252,601,20,36
23536,238,499,19,14
23537,56,859,21,32
23538,431,166,37,36
23539,131,683,28,22
23540,700,238,14,19
23541,93,450,4,4
23542,405,268,38,39
23543,353,160,16,36
23544,138,3,21,21
23545,989,989,8,8
23546,823,15,14,17
23547,953,35,11,11
23548,132,152,28,37
23549,177,309,1,1
23550,183,400,4,9
23551,919,113,10,10
23552,974,918,5,5
23553,333,212,10,34
23554,212,333,34,10
23555,87,84,34,37
23556,152,132,37,28
23557,822,292,4,4
23558,446,46,17,17
23559,154,236,35,19
23560,154,424,35,34
23561,446,272,17,17
23562,128,607,5,34
23563,47,847,10,10
23564,856,560,14,31
23565,980,367,12,10
23566,980,757,12,10
23567,238,176,19,4
23568,411,511,28,0
23569,166,269,36,17
23570,373,121,36,36
23571,176,238,4,19
23572,419,405,4,38
23573,419,356,4,8
23574,333,169,10,13
23575,333,367,10,10
23576,343,214,0,0
23577,333,329,10,8
23578,333,21,10,9
23579,333,81,10,15
23580,450,167,4,4
23581,169,256,13,4
23582,114,411,10,28
23583,340,333,2,10
23584,204,203,5,4
23585,393,152,7,37
23586,194,698,21,22
23587,39,883,11,13
23588,225,312,1,1
23589,698,194,22,21
23590,533,154,35,35
23591,533,155,35,35
23592,21,333,9,10
23593,560,856,31,14
23594,880,3,21,21
23595,21,152,9,37
23596,252,117,20,6
23597,252,611,20,4
23598,252,66,20,8
23599,252,389,20,7
23600,252,661,20,14
23601,252,153,20,27
23602,252,338,20,13
23603,252,480,20,15
23604,252,83,20,36
23605,252,654,20,37
23606,152,21,37,9
23607,883,39,13,11
23608,355,106,27,38
23609,278,160,0,36
23610,423,976,10,10
23611,411,900,28,13
23612,271,283,28,36
23613,271,949,28,22
23614,896,375,38,8
23615,21,301,9,26
23616,421,765,14,14
23617,856,293,14,14
23618,464,459,4,1
23619,248,309,1,1
23620,180,419,0,4
23621,367,333,10,10
23622,573,525,14,14
23623,10,134,9,2
23624,537,459,6,1
23625,537,21,6,9
23626,537,20,6,9
23627,537,222,6,1
23628,537,405,6,38
23629,537,106,6,38
23630,537,259,6,9
23631,537,315,6,1
23632,537,316,6,1
23633,537,607,6,34
23634,133,283,4,36
23635,950,333,36,10
23636,28,151,11,10
23637,459,226,1,1
23638,509,958,15,15
23639,293,765,14,14
23640,339,883,13,13
23641,0,6,1,25
23642,931,240,19,19
23643,107,226,36,1
23644,20,301,9,26
23645,560,73,31,1
23646,883,339,13,13
23647,268,313,39,1
23648,404,687,16,16
23649,252,803,20,21
23650,212,131,34,28
23651,93,473,4,15
23652,86,271,36,28
23653,86,285,36,22
23654,411,375,28,8
23655,114,983,10,10
23656,180,950,0,36
23657,301,856,26,14
23658,143,42,8,34
23659,86,498,36,14
23660,164,520,17,21
23661,537,231,6,0
23662,93,16,4,34
23663,231,537,0,6
23664,908,592,5,17
23665,252,162,20,37
23666,210,926,19,19
23667,162,133,37,4
23668,280,278,4,0
23669,3,880,21,21
23670,209,42,19,34
23671,283,133,36,4
23672,18,301,1,26
23673,73,560,1,31
23674,950,166,36,36
23675,953,23,11,11
23676,171,847,10,10
23677,474,23,15,11
23678,474,427,15,12
23679,474,41,15,5
23680,474,115,15,13
23681,970,546,5,35
23682,896,112,38,8
23683,474,340,15,2
23684,970,51,5,5
23685,970,917,5,5
23686,970,128,5,5
23687,544,607,4,34
23688,375,411,8,28
23689,85,18,1,1
23690,300,282,38,36
23691,221,280,1,4
23692,929,429,17,17
23693,280,221,4,1
23694,569,957,14,14
23695,457,197,4,4
23696,457,294,4,4
23697,197,457,4,4
23698,955,820,5,5
23699,845,211,21,22
23700,59,6,21,25
23701,520,971,21,32
23702,18,215,1,1
23703,570,823,14,14
23704,6,59,25,21
23705,856,374,14,14
23706,856,707,14,14
23707,856,264,14,14
23708,823,570,14,14
23709,474,42,15,34
23710,42,23,34,11
23711,42,427,34,12
23712,42,333,34,10
23713,232,241,4,19
23714,232,499,4,14
23715,981,847,10,10
23716,981,925,10,10
23717,981,527,10,10
23718,981,361,10,10
23719,981,113,10,10
23720,981,417,10,10
23721,981,443,10,10
23722,981,444,10,10
23723,981,442,10,10
23724,981,919,10,10
23725,981,547,10,10
23726,981,423,10,10
23727,981,245,10,10
23728,981,47,10,10
23729,981,76,10,10
23730,981,48,10,10
23731,981,485,10,10
23732,981,171,10,10
23733,42,243,34,19
23734,42,143,34,8
23735,253,509,31,15
23736,859,269,32,17
23737,509,253,15,31
23738,957,569,14,14
23739,243,42,19,34
23740,856,407,14,14
23741,422,513,35,35
23742,163,934,24,35
23743,455,470,22,12
23744,271,281,28,21
23745,466,488,14,14
23746,914,987,13,22
23747,263,411,10,28
23748,131,373,28,36
23749,949,271,22,28
23750,424,820,34,5
23751,981,411,10,28
23752,42,212,34,34
23753,424,125,34,16
23754,0,64,1,25
23755,820,424,5,34
23756,295,450,7,4
23757,812,971,32,32
23758,281,271,21,28
23759,525,700,14,14
23760,756,118,39,26
23761,812,520,32,21
23762,494,593,36,5
23763,34,5,11,25
23764,118,756,26,39
23765,64,42,25,34
23766,913,700,14,14
23767,5,34,25,11
23768,131,126,28,22
23769,196,64,5,25
23770,259,509,9,15
23771,64,196,25,5
23772,525,500,14,14
23773,215,18,1,1
23774,411,981,28,10
23775,114,981,10,10
23776,981,981,10,10
23777,829,290,4,4
23778,86,404,36,16
23779,856,573,14,14
23780,160,963,36,19
23781,820,422,5,35
23782,971,520,32,21
23783,371,183,16,4
23784,49,83,36,36
23785,424,424,34,34
23786,856,105,14,34
23787,892,491,38,6
23788,194,990,21,21
23789,74,120,1,1
23790,74,314,1,1
23791,74,872,1,1
23792,314,74,1,1
23793,531,539,3,3
23794,153,422,27,35
23795,277,130,0,0
23796,375,105,8,34
23797,859,195,32,21
23798,283,254,36,40
23799,357,105,8,34
23800,313,560,1,31
23801,366,812,36,32
23802,610,142,6,36
23803,51,196,5,5
23804,273,301,17,26
23805,160,821,36,24
23806,6,859,25,32
23807,569,365,14,14
23808,859,6,32,25
23809,422,272,35,17
23810,268,19,39,14
23811,32,33,11,11
23812,921,6,21,25
23813,981,455,10,22
23814,821,160,24,36
23815,504,510,14,14
23816,496,268,14,39
23817,520,859,21,32
23818,803,252,21,20
23819,194,859,21,32
23820,6,921,25,21
23821,922,498,14,14
23822,411,252,28,20
23823,128,955,5,5
23824,321,376,7,7
23825,376,321,7,7
23826,412,991,21,32
23827,737,737,28,28
23828,19,268,14,39
23829,991,412,32,21
23830,271,282,28,36
23831,142,271,36,28
23832,164,281,17,21
23833,83,594,36,36
23834,131,646,28,22
23835,131,604,28,22
23836,10,20,9,9
23837,822,494,4,36
23838,509,212,15,34
23839,32,31,11,11
23840,54,126,22,22
23841,305,990,21,21
23842,303,859,20,32
23843,180,365,0,14
23844,115,411,13,28
23845,927,241,19,19
23846,851,681,0,0
23847,690,160,15,36
23848,872,74,1,1
23849,31,107,11,36
23850,30,86,11,36
23851,426,458,4,4
23852,285,168,22,4
23853,285,172,22,4
23854,285,840,22,4
23855,285,425,22,4
23856,285,401,22,4
23857,285,562,22,4
23858,285,458,22,4
23859,285,457,22,4
23860,340,28,2,11
23861,226,301,1,26
23862,226,419,1,4
23863,513,147,35,23
23864,42,296,34,7
23865,42,209,34,19
23866,859,990,32,21
23867,197,955,4,5
23868,2,990,21,21
23869,4,990,21,21
23870,83,365,36,14
23871,5,990,25,21
23872,160,200,36,4
23873,546,850,35,4
23874,546,604,35,22
23875,93,337,4,13
23876,93,25,4,11
23877,93,361,4,10
23878,93,28,4,11
23879,93,417,4,10
23880,93,443,4,10
23881,93,29,4,11
23882,93,30,4,11
23883,93,116,4,13
23884,93,32,4,11
23885,93,261,4,10
23886,93,114,4,10
23887,93,482,4,2
23888,93,36,4,11
23889,93,336,4,13
23890,93,136,4,13
23891,93,169,4,13
23892,93,39,4,11
